Date,Product_code,Quantity,Total_Sale
2023-02-17,A1034,3.0,923.0
2023-02-17,B1002,5.0,100.0
2023-02-17,B1003,16.0,240.0
2023-02-17,D1003,11.0,110.0
2023-02-18,A1001,1.0,167.0
2023-02-18,A1002,3.0,272.0
2023-02-18,A1004,3.0,349.0
2023-02-18,A1034,3.0,923.0
2023-02-18,B1002,10.0,209.0
2023-02-18,B1003,18.0,275.0
2023-02-18,D1003,8.0,75.0
2023-02-19,A1001,1.0,167.0
2023-02-19,A1002,3.0,272.0
2023-02-19,A1004,3.0,349.0
2023-02-19,A1034,3.0,923.0
2023-02-19,B1002,10.0,209.0
2023-02-19,B1003,18.0,275.0
2023-02-19,D1003,8.0,75.0
2023-02-20,A1001,1.0,167.0
2023-02-20,A1002,5.0,500.0
2023-02-20,A1004,3.0,417.0
2023-02-20,A1034,4.0,1400.0
2023-02-20,B1002,15.0,300.0
2023-02-20,B1003,28.0,420.0
2023-02-20,D1003,3.0,30.0
2023-02-21,A1001,4.0,600.0
2023-02-21,A1002,3.0,272.0
2023-02-21,A1004,7.0,973.0
2023-02-21,A1034,3.0,1050.0
2023-02-21,B1002,16.0,320.0
2023-02-21,B1003,23.0,345.0
2023-02-21,D1003,11.0,110.0
2023-02-22,A1001,2.0,300.0
2023-02-22,A1002,3.0,272.0
2023-02-22,A1004,5.0,695.0
2023-02-22,A1034,2.0,700.0
2023-02-22,B1002,12.0,240.0
2023-02-22,B1003,20.0,300.0
2023-02-22,D1003,6.0,60.0
2023-02-23,A1001,1.0,150.0
2023-02-23,A1002,5.0,500.0
2023-02-23,A1004,1.0,139.0
2023-02-23,A1034,6.0,2100.0
2023-02-23,B1002,7.0,140.0
2023-02-23,B1003,14.0,210.0
2023-02-23,D1003,7.0,70.0
2023-02-24,A1001,2.0,300.0
2023-02-24,A1002,7.0,700.0
2023-02-24,A1004,5.0,695.0
2023-02-24,A1034,5.0,1750.0
2023-02-24,B1002,22.0,440.0
2023-02-24,B1003,31.0,465.0
2023-02-24,D1003,15.0,150.0
2023-02-25,A1001,2.0,300.0
2023-02-25,A1002,2.0,200.0
2023-02-25,A1004,3.0,417.0
2023-02-25,A1034,3.0,1050.0
2023-02-25,B1002,7.0,140.0
2023-02-25,B1003,16.0,240.0
2023-02-25,D1003,8.0,80.0
2023-02-26,A1001,1.0,167.0
2023-02-26,A1002,3.0,272.0
2023-02-26,A1004,3.0,349.0
2023-02-26,A1034,3.0,923.0
2023-02-26,B1002,10.0,209.0
2023-02-26,B1003,18.0,275.0
2023-02-26,D1003,8.0,75.0
2023-02-27,A1001,1.0,150.0
2023-02-27,A1002,3.0,272.0
2023-02-27,A1004,3.0,417.0
2023-02-27,A1034,4.0,1400.0
2023-02-27,B1002,10.0,200.0
2023-02-27,B1003,15.0,225.0
2023-02-27,D1003,10.0,100.0
2023-02-28,A1001,1.0,167.0
2023-02-28,A1002,5.0,500.0
2023-02-28,A1004,3.0,417.0
2023-02-28,A1034,4.0,1400.0
2023-02-28,B1002,15.0,300.0
2023-02-28,B1003,28.0,420.0
2023-02-28,D1003,3.0,30.0
2023-03-01,A1001,1.0,167.0
2023-03-01,A1002,5.0,500.0
2023-03-01,A1004,3.0,417.0
2023-03-01,A1034,4.0,1400.0
2023-03-01,B1002,15.0,300.0
2023-03-01,B1003,29.0,435.0
2023-03-01,D1003,3.0,30.0
2023-03-02,A1001,1.0,167.0
2023-03-02,A1002,3.0,272.0
2023-03-02,A1004,3.0,417.0
2023-03-02,A1034,5.0,1750.0
2023-03-02,B1002,13.0,260.0
2023-03-02,B1003,20.0,300.0
2023-03-02,D1003,17.0,170.0
2023-03-03,A1001,2.0,300.0
2023-03-03,A1002,5.0,500.0
2023-03-03,A1004,6.0,834.0
2023-03-03,A1034,4.0,1400.0
2023-03-03,B1002,12.0,240.0
2023-03-03,B1003,24.0,360.0
2023-03-03,D1003,12.0,120.0
2023-03-04,A1001,1.0,150.0
2023-03-04,A1002,4.0,400.0
2023-03-04,A1004,1.0,139.0
2023-03-04,A1034,3.0,923.0
2023-03-04,B1002,8.0,160.0
2023-03-04,B1003,18.0,270.0
2023-03-04,D1003,11.0,110.0
2023-03-05,A1001,1.0,167.0
2023-03-05,A1002,3.0,272.0
2023-03-05,A1004,3.0,349.0
2023-03-05,A1034,3.0,923.0
2023-03-05,B1002,10.0,209.0
2023-03-05,B1003,18.0,275.0
2023-03-05,D1003,8.0,75.0
2023-03-06,A1001,2.0,300.0
2023-03-06,A1002,2.0,200.0
2023-03-06,A1004,3.0,417.0
2023-03-06,A1034,3.0,1050.0
2023-03-06,B1002,8.0,160.0
2023-03-06,B1003,16.0,240.0
2023-03-06,D1003,8.0,80.0
2023-03-07,A1001,2.0,300.0
2023-03-07,A1002,3.0,300.0
2023-03-07,A1004,2.0,278.0
2023-03-07,A1034,4.0,1400.0
2023-03-07,B1002,12.0,240.0
2023-03-07,B1003,21.0,315.0
2023-03-07,D1003,5.0,50.0
2023-03-08,A1001,2.0,300.0
2023-03-08,A1002,3.0,300.0
2023-03-08,A1004,2.0,278.0
2023-03-08,A1034,4.0,1400.0
2023-03-08,B1002,14.0,280.0
2023-03-08,B1003,23.0,345.0
2023-03-08,D1003,6.0,60.0
2023-03-09,A1001,2.0,300.0
2023-03-09,A1002,2.0,200.0
2023-03-09,A1004,3.0,417.0
2023-03-09,A1034,3.0,1050.0
2023-03-09,B1002,7.0,140.0
2023-03-09,B1003,13.0,195.0
2023-03-09,D1003,8.0,80.0
2023-03-10,A1001,1.0,167.0
2023-03-10,A1002,5.0,500.0
2023-03-10,A1004,3.0,417.0
2023-03-10,A1034,6.0,2100.0
2023-03-10,B1002,17.0,340.0
2023-03-10,B1003,27.0,405.0
2023-03-10,D1003,8.0,80.0
2023-03-11,A1001,1.0,150.0
2023-03-11,A1002,3.0,300.0
2023-03-11,A1004,1.0,139.0
2023-03-11,A1034,3.0,923.0
2023-03-11,B1002,6.0,120.0
2023-03-11,B1003,16.0,240.0
2023-03-11,D1003,11.0,110.0
2023-03-12,A1001,1.0,167.0
2023-03-12,A1002,3.0,272.0
2023-03-12,A1004,3.0,349.0
2023-03-12,A1034,3.0,923.0
2023-03-12,B1002,10.0,209.0
2023-03-12,B1003,18.0,275.0
2023-03-12,D1003,8.0,75.0
2023-03-13,A1001,1.0,167.0
2023-03-13,A1002,4.0,400.0
2023-03-13,A1004,3.0,417.0
2023-03-13,A1034,3.0,1050.0
2023-03-13,B1002,11.0,220.0
2023-03-13,B1003,19.0,285.0
2023-03-13,D1003,13.0,130.0
2023-03-14,A1001,1.0,167.0
2023-03-14,A1002,4.0,400.0
2023-03-14,A1004,1.0,139.0
2023-03-14,A1034,4.0,1400.0
2023-03-14,B1002,12.0,240.0
2023-03-14,B1003,21.0,315.0
2023-03-14,D1003,7.0,70.0
2023-03-15,A1001,1.0,150.0
2023-03-15,A1002,6.0,600.0
2023-03-15,A1004,4.0,556.0
2023-03-15,A1034,5.0,1750.0
2023-03-15,B1002,10.0,200.0
2023-03-15,B1003,17.0,255.0
2023-03-15,D1003,8.0,75.0
2023-03-16,A1001,1.0,167.0
2023-03-16,A1002,3.0,272.0
2023-03-16,A1004,10.0,1390.0
2023-03-16,A1034,2.0,700.0
2023-03-16,B1002,10.0,209.0
2023-03-16,B1003,20.0,300.0
2023-03-16,D1003,2.0,20.0
2023-03-17,A1001,1.0,167.0
2023-03-17,A1002,3.0,300.0
2023-03-17,A1004,6.0,834.0
2023-03-17,A1034,4.0,1400.0
2023-03-17,B1002,10.0,209.0
2023-03-17,B1003,22.0,330.0
2023-03-17,D1003,8.0,80.0
2023-03-18,A1001,1.0,167.0
2023-03-18,A1002,5.0,500.0
2023-03-18,A1004,3.0,417.0
2023-03-18,A1034,4.0,1400.0
2023-03-18,B1002,15.0,300.0
2023-03-18,B1003,28.0,420.0
2023-03-18,D1003,3.0,30.0
2023-03-19,A1001,1.0,167.0
2023-03-19,A1002,3.0,272.0
2023-03-19,A1004,3.0,349.0
2023-03-19,A1034,3.0,923.0
2023-03-19,B1002,10.0,209.0
2023-03-19,B1003,18.0,275.0
2023-03-19,D1003,8.0,75.0
2023-03-20,A1001,1.0,167.0
2023-03-20,A1002,3.0,272.0
2023-03-20,A1004,3.0,349.0
2023-03-20,A1034,3.0,923.0
2023-03-20,B1002,10.0,209.0
2023-03-20,B1003,18.0,275.0
2023-03-20,D1003,8.0,75.0
2023-03-21,A1001,1.0,167.0
2023-03-21,A1002,3.0,272.0
2023-03-21,A1004,3.0,349.0
2023-03-21,A1034,3.0,923.0
2023-03-21,B1002,10.0,209.0
2023-03-21,B1003,18.0,275.0
2023-03-21,D1003,8.0,75.0
2023-03-22,A1001,3.0,450.0
2023-03-22,A1002,7.0,700.0
2023-03-22,A1004,2.0,278.0
2023-03-22,A1034,4.0,1400.0
2023-03-22,B1002,11.0,220.0
2023-03-22,B1003,28.0,420.0
2023-03-22,D1003,8.0,80.0
2023-03-23,A1001,1.0,167.0
2023-03-23,A1002,4.0,400.0
2023-03-23,A1004,1.0,139.0
2023-03-23,A1034,3.0,1050.0
2023-03-23,B1002,16.0,320.0
2023-03-23,B1003,22.0,330.0
2023-03-23,D1003,7.0,70.0
2023-03-24,A1001,1.0,167.0
2023-03-24,A1002,6.0,600.0
2023-03-24,A1004,5.0,695.0
2023-03-24,A1034,3.0,923.0
2023-03-24,B1002,23.0,460.0
2023-03-24,B1003,26.0,390.0
2023-03-24,D1003,11.0,110.0
2023-03-25,A1001,2.0,300.0
2023-03-25,A1002,7.0,700.0
2023-03-25,A1004,5.0,695.0
2023-03-25,A1034,6.0,2100.0
2023-03-25,B1002,13.0,260.0
2023-03-25,B1003,20.0,300.0
2023-03-25,D1003,8.0,75.0
2023-03-26,A1001,1.0,167.0
2023-03-26,A1002,3.0,272.0
2023-03-26,A1004,3.0,349.0
2023-03-26,A1034,3.0,923.0
2023-03-26,B1002,10.0,209.0
2023-03-26,B1003,18.0,275.0
2023-03-26,D1003,8.0,75.0
2023-03-27,A1001,1.0,167.0
2023-03-27,A1002,5.0,500.0
2023-03-27,A1004,2.0,278.0
2023-03-27,A1034,3.0,1050.0
2023-03-27,B1002,16.0,320.0
2023-03-27,B1003,24.0,360.0
2023-03-27,D1003,5.0,50.0
2023-03-28,A1001,1.0,167.0
2023-03-28,A1002,5.0,500.0
2023-03-28,A1004,3.0,417.0
2023-03-28,A1034,4.0,1400.0
2023-03-28,B1002,14.0,280.0
2023-03-28,B1003,29.0,435.0
2023-03-28,D1003,3.0,30.0
2023-03-29,A1001,1.0,150.0
2023-03-29,A1002,5.0,500.0
2023-03-29,A1004,1.0,139.0
2023-03-29,A1034,6.0,2100.0
2023-03-29,B1002,7.0,140.0
2023-03-29,B1003,14.0,210.0
2023-03-29,D1003,11.0,110.0
2023-03-30,A1001,2.0,300.0
2023-03-30,A1002,5.0,500.0
2023-03-30,A1004,3.0,417.0
2023-03-30,A1034,3.0,1050.0
2023-03-30,B1002,16.0,320.0
2023-03-30,B1003,33.0,495.0
2023-03-30,D1003,25.0,250.0
2023-03-31,A1001,1.0,150.0
2023-03-31,A1002,3.0,272.0
2023-03-31,A1004,3.0,417.0
2023-03-31,A1034,5.0,1750.0
2023-03-31,B1002,12.0,240.0
2023-03-31,B1003,18.0,270.0
2023-03-31,D1003,17.0,170.0
2023-04-01,A1001,1.0,167.0
2023-04-01,A1002,4.0,400.0
2023-04-01,A1004,4.0,556.0
2023-04-01,A1034,4.0,1400.0
2023-04-01,B1002,15.0,300.0
2023-04-01,B1003,27.0,405.0
2023-04-01,D1003,3.0,30.0
2023-04-02,A1001,1.0,167.0
2023-04-02,A1002,3.0,272.0
2023-04-02,A1004,3.0,349.0
2023-04-02,A1034,3.0,923.0
2023-04-02,B1002,10.0,209.0
2023-04-02,B1003,18.0,275.0
2023-04-02,D1003,8.0,75.0
2023-04-03,A1001,3.0,450.0
2023-04-03,A1002,3.0,272.0
2023-04-03,A1004,10.0,1390.0
2023-04-03,A1034,5.0,1750.0
2023-04-03,B1002,24.0,480.0
2023-04-03,B1003,31.0,465.0
2023-04-03,D1003,11.0,110.0
2023-04-04,A1001,3.0,450.0
2023-04-04,A1002,3.0,272.0
2023-04-04,A1004,10.0,1390.0
2023-04-04,A1034,5.0,1750.0
2023-04-04,B1002,20.0,400.0
2023-04-04,B1003,27.0,405.0
2023-04-04,D1003,11.0,110.0
2023-04-05,A1001,3.0,450.0
2023-04-05,A1002,7.0,700.0
2023-04-05,A1004,5.0,695.0
2023-04-05,A1034,6.0,2100.0
2023-04-05,B1002,13.0,260.0
2023-04-05,B1003,20.0,300.0
2023-04-05,D1003,8.0,75.0
2023-04-06,A1001,1.0,167.0
2023-04-06,A1002,3.0,300.0
2023-04-06,A1004,3.0,417.0
2023-04-06,A1034,3.0,1050.0
2023-04-06,B1002,11.0,220.0
2023-04-06,B1003,18.0,270.0
2023-04-06,D1003,9.0,90.0
2023-04-07,A1001,1.0,167.0
2023-04-07,A1002,3.0,272.0
2023-04-07,A1004,3.0,349.0
2023-04-07,A1034,3.0,923.0
2023-04-07,B1002,10.0,209.0
2023-04-07,B1003,18.0,275.0
2023-04-07,D1003,8.0,75.0
2023-04-08,A1001,1.0,167.0
2023-04-08,A1002,3.0,272.0
2023-04-08,A1004,3.0,349.0
2023-04-08,A1034,3.0,923.0
2023-04-08,B1002,10.0,209.0
2023-04-08,B1003,18.0,275.0
2023-04-08,D1003,8.0,75.0
2023-04-09,A1001,1.0,167.0
2023-04-09,A1002,3.0,272.0
2023-04-09,A1004,3.0,349.0
2023-04-09,A1034,3.0,923.0
2023-04-09,B1002,10.0,209.0
2023-04-09,B1003,18.0,275.0
2023-04-09,D1003,8.0,75.0
2023-04-10,A1001,3.0,450.0
2023-04-10,A1002,7.0,700.0
2023-04-10,A1004,5.0,695.0
2023-04-10,A1034,5.0,1750.0
2023-04-10,B1002,21.0,420.0
2023-04-10,B1003,34.0,510.0
2023-04-10,D1003,17.0,170.0
2023-04-11,A1001,2.0,300.0
2023-04-11,A1002,3.0,300.0
2023-04-11,A1004,2.0,278.0
2023-04-11,A1034,4.0,1400.0
2023-04-11,B1002,12.0,240.0
2023-04-11,B1003,21.0,315.0
2023-04-11,D1003,6.0,60.0
2023-04-12,A1001,1.0,167.0
2023-04-12,A1002,6.0,600.0
2023-04-12,A1004,5.0,695.0
2023-04-12,A1034,3.0,923.0
2023-04-12,B1002,23.0,460.0
2023-04-12,B1003,26.0,390.0
2023-04-12,D1003,10.0,100.0
2023-04-13,A1001,2.0,300.0
2023-04-13,A1002,3.0,272.0
2023-04-13,A1004,2.0,278.0
2023-04-13,A1034,2.0,700.0
2023-04-13,B1002,8.0,160.0
2023-04-13,B1003,15.0,225.0
2023-04-13,D1003,10.0,100.0
2023-04-14,A1001,1.0,167.0
2023-04-14,A1002,5.0,500.0
2023-04-14,A1004,1.0,139.0
2023-04-14,A1034,3.0,1050.0
2023-04-14,B1002,16.0,320.0
2023-04-14,B1003,22.0,330.0
2023-04-14,D1003,7.0,70.0
2023-04-15,A1001,1.0,167.0
2023-04-15,A1002,3.0,272.0
2023-04-15,A1004,3.0,349.0
2023-04-15,A1034,3.0,923.0
2023-04-15,B1002,10.0,209.0
2023-04-15,B1003,18.0,275.0
2023-04-15,D1003,8.0,75.0
2023-04-16,A1001,1.0,167.0
2023-04-16,A1002,3.0,272.0
2023-04-16,A1004,3.0,349.0
2023-04-16,A1034,3.0,923.0
2023-04-16,B1002,10.0,209.0
2023-04-16,B1003,18.0,275.0
2023-04-16,D1003,8.0,75.0
2023-04-17,A1001,2.0,300.0
2023-04-17,A1002,2.0,200.0
2023-04-17,A1004,3.0,417.0
2023-04-17,A1034,3.0,1050.0
2023-04-17,B1002,7.0,140.0
2023-04-17,B1003,13.0,195.0
2023-04-17,D1003,8.0,80.0
2023-04-18,A1001,4.0,600.0
2023-04-18,A1002,7.0,700.0
2023-04-18,A1004,5.0,695.0
2023-04-18,A1034,5.0,1750.0
2023-04-18,B1002,17.0,340.0
2023-04-18,B1003,34.0,510.0
2023-04-18,D1003,15.0,150.0
2023-04-19,A1001,1.0,150.0
2023-04-19,A1002,5.0,500.0
2023-04-19,A1004,7.0,973.0
2023-04-19,A1034,6.0,2100.0
2023-04-19,B1002,10.0,200.0
2023-04-19,B1003,24.0,360.0
2023-04-19,D1003,12.0,120.0
2023-04-20,A1001,4.0,600.0
2023-04-20,A1002,6.0,600.0
2023-04-20,A1004,3.0,417.0
2023-04-20,A1034,3.0,923.0
2023-04-20,B1002,13.0,260.0
2023-04-20,B1003,23.0,345.0
2023-04-20,D1003,11.0,110.0
2023-04-21,A1001,1.0,167.0
2023-04-21,A1002,6.0,600.0
2023-04-21,A1004,4.0,556.0
2023-04-21,A1034,3.0,1050.0
2023-04-21,B1002,14.0,280.0
2023-04-21,B1003,28.0,420.0
2023-04-21,D1003,13.0,130.0
2023-04-22,A1001,1.0,150.0
2023-04-22,A1002,2.0,200.0
2023-04-22,A1004,2.0,278.0
2023-04-22,A1034,3.0,1050.0
2023-04-22,B1002,6.0,120.0
2023-04-22,B1003,19.0,285.0
2023-04-22,D1003,8.0,75.0
2023-04-23,A1001,1.0,167.0
2023-04-23,A1002,3.0,272.0
2023-04-23,A1004,3.0,349.0
2023-04-23,A1034,3.0,923.0
2023-04-23,B1002,10.0,209.0
2023-04-23,B1003,18.0,275.0
2023-04-23,D1003,8.0,75.0
2023-04-24,A1001,3.0,450.0
2023-04-24,A1002,5.0,500.0
2023-04-24,A1004,3.0,349.0
2023-04-24,A1034,8.0,2800.0
2023-04-24,B1002,21.0,420.0
2023-04-24,B1003,32.0,480.0
2023-04-24,D1003,17.0,170.0
2023-04-25,A1001,1.0,167.0
2023-04-25,A1002,4.0,400.0
2023-04-25,A1004,3.0,417.0
2023-04-25,A1034,3.0,1050.0
2023-04-25,B1002,11.0,220.0
2023-04-25,B1003,19.0,285.0
2023-04-25,D1003,13.0,130.0
2023-04-26,A1001,1.0,167.0
2023-04-26,A1002,5.0,500.0
2023-04-26,A1004,2.0,278.0
2023-04-26,A1034,4.0,1400.0
2023-04-26,B1002,15.0,300.0
2023-04-26,B1003,28.0,420.0
2023-04-26,D1003,2.0,20.0
2023-04-27,A1001,1.0,167.0
2023-04-27,A1002,5.0,500.0
2023-04-27,A1004,3.0,417.0
2023-04-27,A1034,4.0,1400.0
2023-04-27,B1002,15.0,300.0
2023-04-27,B1003,28.0,420.0
2023-04-27,D1003,3.0,30.0
2023-04-28,A1001,4.0,600.0
2023-04-28,A1002,3.0,272.0
2023-04-28,A1004,10.0,1390.0
2023-04-28,A1034,4.0,1400.0
2023-04-28,B1002,16.0,320.0
2023-04-28,B1003,28.0,420.0
2023-04-28,D1003,12.0,120.0
2023-04-29,A1001,3.0,450.0
2023-04-29,A1002,5.0,500.0
2023-04-29,A1004,3.0,417.0
2023-04-29,A1034,8.0,2800.0
2023-04-29,B1002,21.0,420.0
2023-04-29,B1003,32.0,480.0
2023-04-29,D1003,17.0,170.0
2023-04-30,A1001,1.0,167.0
2023-04-30,A1002,3.0,272.0
2023-04-30,A1004,3.0,349.0
2023-04-30,A1034,3.0,923.0
2023-04-30,B1002,10.0,209.0
2023-04-30,B1003,18.0,275.0
2023-04-30,D1003,8.0,75.0
2023-05-01,A1001,2.0,300.0
2023-05-01,A1002,7.0,700.0
2023-05-01,A1004,3.0,417.0
2023-05-01,A1034,6.0,2100.0
2023-05-01,B1002,14.0,280.0
2023-05-01,B1003,28.0,420.0
2023-05-01,D1003,14.0,140.0
2023-05-02,A1001,5.0,750.0
2023-05-02,A1002,7.0,700.0
2023-05-02,A1004,5.0,695.0
2023-05-02,A1034,8.0,2800.0
2023-05-02,B1002,22.0,440.0
2023-05-02,B1003,31.0,465.0
2023-05-02,D1003,15.0,150.0
2023-05-03,A1001,3.0,450.0
2023-05-03,A1002,7.0,700.0
2023-05-03,A1004,5.0,695.0
2023-05-03,A1034,8.0,2800.0
2023-05-03,B1002,21.0,420.0
2023-05-03,B1003,38.0,570.0
2023-05-03,D1003,16.0,160.0
2023-05-04,A1001,2.0,300.0
2023-05-04,A1002,7.0,700.0
2023-05-04,A1004,4.0,556.0
2023-05-04,A1034,5.0,1750.0
2023-05-04,B1002,17.0,340.0
2023-05-04,B1003,33.0,495.0
2023-05-04,D1003,25.0,250.0
2023-05-05,A1001,5.0,750.0
2023-05-05,A1002,5.0,500.0
2023-05-05,A1004,5.0,695.0
2023-05-05,A1034,5.0,1750.0
2023-05-05,B1002,18.0,360.0
2023-05-05,B1003,31.0,465.0
2023-05-05,D1003,17.0,170.0
2023-05-06,A1001,2.0,300.0
2023-05-06,A1002,7.0,700.0
2023-05-06,A1004,3.0,417.0
2023-05-06,A1034,6.0,2100.0
2023-05-06,B1002,24.0,480.0
2023-05-06,B1003,37.0,555.0
2023-05-06,D1003,16.0,160.0
2023-05-07,A1001,1.0,167.0
2023-05-07,A1002,4.0,400.0
2023-05-07,A1004,3.0,349.0
2023-05-07,A1034,2.0,700.0
2023-05-07,B1002,15.0,300.0
2023-05-07,B1003,23.0,345.0
2023-05-07,D1003,3.0,30.0
2023-05-08,A1001,3.0,450.0
2023-05-08,A1002,8.0,800.0
2023-05-08,A1004,6.0,834.0
2023-05-08,A1034,8.0,2800.0
2023-05-08,B1002,29.0,580.0
2023-05-08,B1003,47.0,705.0
2023-05-08,D1003,19.0,190.0
2023-05-09,A1001,3.0,450.0
2023-05-09,A1002,7.0,700.0
2023-05-09,A1004,5.0,695.0
2023-05-09,A1034,6.0,2100.0
2023-05-09,B1002,22.0,440.0
2023-05-09,B1003,41.0,615.0
2023-05-09,D1003,16.0,160.0
2023-05-10,A1001,3.0,450.0
2023-05-10,A1002,7.0,700.0
2023-05-10,A1004,2.0,278.0
2023-05-10,A1034,4.0,1400.0
2023-05-10,B1002,11.0,220.0
2023-05-10,B1003,28.0,420.0
2023-05-10,D1003,8.0,80.0
2023-05-11,A1001,5.0,750.0
2023-05-11,A1002,5.0,500.0
2023-05-11,A1004,8.0,1112.0
2023-05-11,A1034,6.0,2100.0
2023-05-11,B1002,38.0,760.0
2023-05-11,B1003,46.0,690.0
2023-05-11,D1003,19.0,190.0
2023-05-12,A1001,5.0,750.0
2023-05-12,A1002,5.0,500.0
2023-05-12,A1004,8.0,1112.0
2023-05-12,A1034,4.0,1400.0
2023-05-12,B1002,31.0,620.0
2023-05-12,B1003,43.0,645.0
2023-05-12,D1003,26.0,260.0
2023-05-13,A1001,3.0,450.0
2023-05-13,A1002,8.0,800.0
2023-05-13,A1004,6.0,834.0
2023-05-13,A1034,11.0,3850.0
2023-05-13,B1002,29.0,580.0
2023-05-13,B1003,47.0,705.0
2023-05-13,D1003,19.0,190.0
2023-05-14,A1001,5.0,750.0
2023-05-14,A1002,5.0,500.0
2023-05-14,A1004,8.0,1112.0
2023-05-14,A1034,6.0,2100.0
2023-05-14,B1002,38.0,760.0
2023-05-14,B1003,46.0,690.0
2023-05-14,D1003,19.0,190.0
2023-05-15,A1001,5.0,750.0
2023-05-15,A1002,5.0,500.0
2023-05-15,A1004,8.0,1112.0
2023-05-15,A1034,8.0,2800.0
2023-05-15,B1002,50.0,1000.0
2023-05-15,B1003,69.0,1035.0
2023-05-15,D1003,33.0,330.0
2023-05-16,A1001,3.0,450.0
2023-05-16,A1002,5.0,500.0
2023-05-16,A1004,5.0,695.0
2023-05-16,A1034,8.0,2800.0
2023-05-16,B1002,33.0,660.0
2023-05-16,B1003,49.0,735.0
2023-05-16,D1003,20.0,200.0
2023-05-17,A1001,3.0,450.0
2023-05-17,A1002,7.0,700.0
2023-05-17,A1004,5.0,695.0
2023-05-17,A1034,5.0,1750.0
2023-05-17,B1002,23.0,460.0
2023-05-17,B1003,36.0,540.0
2023-05-17,D1003,17.0,170.0
2023-05-18,A1001,2.0,300.0
2023-05-18,A1002,4.0,400.0
2023-05-18,A1004,4.0,556.0
2023-05-18,A1034,3.0,1050.0
2023-05-18,B1002,9.0,180.0
2023-05-18,B1003,24.0,360.0
2023-05-18,D1003,11.0,110.0
2023-05-19,A1001,4.0,600.0
2023-05-19,A1002,3.0,272.0
2023-05-19,A1004,11.0,1529.0
2023-05-19,A1034,3.0,1050.0
2023-05-19,B1002,17.0,340.0
2023-05-19,B1003,28.0,420.0
2023-05-19,D1003,12.0,120.0
2023-05-20,A1001,3.0,450.0
2023-05-20,A1002,3.0,272.0
2023-05-20,A1004,8.0,1112.0
2023-05-20,A1034,3.0,1050.0
2023-05-20,B1002,17.0,340.0
2023-05-20,B1003,29.0,435.0
2023-05-20,D1003,12.0,120.0
2023-05-21,A1001,1.0,167.0
2023-05-21,A1002,3.0,272.0
2023-05-21,A1004,3.0,349.0
2023-05-21,A1034,3.0,923.0
2023-05-21,B1002,10.0,209.0
2023-05-21,B1003,18.0,275.0
2023-05-21,D1003,8.0,75.0
2023-05-22,A1001,3.0,450.0
2023-05-22,A1002,7.0,700.0
2023-05-22,A1004,5.0,695.0
2023-05-22,A1034,4.0,1400.0
2023-05-22,B1002,21.0,420.0
2023-05-22,B1003,34.0,510.0
2023-05-22,D1003,8.0,75.0
2023-05-23,A1001,1.0,150.0
2023-05-23,A1002,3.0,272.0
2023-05-23,A1004,3.0,417.0
2023-05-23,A1034,5.0,1750.0
2023-05-23,B1002,14.0,280.0
2023-05-23,B1003,20.0,300.0
2023-05-23,D1003,12.0,120.0
2023-05-24,A1001,1.0,150.0
2023-05-24,A1002,5.0,500.0
2023-05-24,A1004,2.0,278.0
2023-05-24,A1034,6.0,2100.0
2023-05-24,B1002,4.0,80.0
2023-05-24,B1003,12.0,180.0
2023-05-24,D1003,7.0,70.0
2023-05-25,A1001,4.0,600.0
2023-05-25,A1002,3.0,272.0
2023-05-25,A1004,7.0,973.0
2023-05-25,A1034,3.0,1050.0
2023-05-25,B1002,14.0,280.0
2023-05-25,B1003,23.0,345.0
2023-05-25,D1003,12.0,120.0
2023-05-26,A1001,2.0,300.0
2023-05-26,A1002,3.0,272.0
2023-05-26,A1004,5.0,695.0
2023-05-26,A1034,4.0,1400.0
2023-05-26,B1002,9.0,180.0
2023-05-26,B1003,17.0,255.0
2023-05-26,D1003,7.0,70.0
2023-05-27,A1001,1.0,167.0
2023-05-27,A1002,3.0,272.0
2023-05-27,A1004,2.0,278.0
2023-05-27,A1034,1.0,350.0
2023-05-27,B1002,5.0,100.0
2023-05-27,B1003,13.0,195.0
2023-05-27,D1003,7.0,70.0
2023-05-28,A1001,1.0,167.0
2023-05-28,A1002,3.0,272.0
2023-05-28,A1004,3.0,349.0
2023-05-28,A1034,3.0,923.0
2023-05-28,B1002,10.0,209.0
2023-05-28,B1003,18.0,275.0
2023-05-28,D1003,8.0,75.0
2023-05-29,A1001,3.0,450.0
2023-05-29,A1002,5.0,500.0
2023-05-29,A1004,5.0,695.0
2023-05-29,A1034,8.0,2800.0
2023-05-29,B1002,32.0,640.0
2023-05-29,B1003,32.0,480.0
2023-05-29,D1003,17.0,170.0
2023-05-30,A1001,1.0,150.0
2023-05-30,A1002,5.0,500.0
2023-05-30,A1004,3.0,417.0
2023-05-30,A1034,8.0,2800.0
2023-05-30,B1002,32.0,640.0
2023-05-30,B1003,33.0,495.0
2023-05-30,D1003,17.0,170.0
2023-05-31,A1001,3.0,450.0
2023-05-31,A1002,6.0,600.0
2023-05-31,A1004,7.0,973.0
2023-05-31,A1034,5.0,1750.0
2023-05-31,B1002,10.0,200.0
2023-05-31,B1003,17.0,255.0
2023-05-31,D1003,8.0,75.0
2023-06-01,A1001,1.0,167.0
2023-06-01,A1002,5.0,500.0
2023-06-01,A1004,1.0,139.0
2023-06-01,A1034,3.0,1050.0
2023-06-01,B1002,12.0,240.0
2023-06-01,B1003,14.0,210.0
